32.843349,22.109318,2.413355,31.540697,137.132977,12.516899,144.959433,166.708511,157.852559,137.05929,171.617884,171.087537,143.302445,170.938061,159.124988,0.00000
32.77421,22.075577,2.558685,31.812947,136.818982,12.531288,144.875894,166.670709,157.900112,136.79558,171.508157,170.972727,142.823583,170.92638,158.803758,0.00000
33.010815,22.038731,2.668377,31.879642,136.484352,12.655673,144.633001,166.635235,157.720233,136.892843,171.495335,170.93745,143.304492,171.138615,159.245446,0.00000
32.889825,22.066815,2.866656,31.848059,136.837185,12.514399,144.896628,166.878503,158.107523,136.87886,171.445306,171.031153,142.978872,170.949991,158.971365,0.00000
32.694315,21.982468,3.08265,31.856848,136.818393,12.519105,144.808509,166.862758,158.029851,137.025556,171.271758,170.933908,143.257514,171.051755,158.955405,0.00000
35.508622,18.436886,3.101697,32.953075,132.047622,16.560483,140.406021,167.464857,160.530611,124.114796,172.317324,165.287474,128.187776,173.83226,155.097814,0.00000
35.73679,18.703617,3.517133,33.417504,131.770326,16.937356,140.043437,167.607931,160.517017,123.421531,172.259781,165.857069,126.612115,173.605994,155.542958,0.00000
35.903463,18.899119,3.313827,33.435174,131.117707,17.095833,139.815348,167.623382,161.005857,123.393094,172.566804,166.211159,126.051708,174.046508,155.220258,0.00000
35.760277,18.72028,3.20176,34.068467,130.460338,17.351345,138.948455,167.71907,160.965474,121.975645,172.57378,166.006916,125.137622,173.869849,155.421061,0.00000
35.440552,18.835742,3.097195,34.997344,129.173931,17.470823,137.857908,168.278368,160.426283,120.792055,172.834032,165.061908,124.809076,173.974305,154.402144,0.00000
36.303839,18.528723,3.419166,36.308891,128.138753,17.520564,135.717979,168.518366,160.015415,117.871629,172.529235,164.008561,121.503656,173.947047,152.84847,0.00000
35.614131,16.738242,3.110193,43.487164,119.851274,21.647598,128.86874,170.456383,156.628796,108.305751,172.488508,158.546311,106.264476,171.856259,151.211203,0.00000
36.624908,17.308803,3.163595,42.222825,121.064003,20.986327,129.000386,170.159578,156.664004,108.332852,172.34522,158.049414,105.523405,171.278078,151.256792,0.00000
37.429546,17.916225,3.346163,41.550092,122.021316,20.405276,129.183675,170.382913,156.246215,109.040716,172.412926,156.871729,106.564609,171.005494,150.280995,0.00000
37.020251,17.628309,3.165213,42.297342,121.204436,20.567867,128.619511,170.80805,156.304596,108.437807,172.255399,156.875093,106.581474,170.600731,150.574238,0.00000
37.065941,17.673863,3.287413,43.702877,120.011159,19.999345,126.862349,171.181414,154.190283,107.637099,172.146547,154.928404,106.19077,170.512078,149.643453,0.00000
37.859236,18.045872,3.382898,45.05057,118.573616,20.66172,125.897732,171.716706,152.951693,105.848954,171.998013,153.355968,103.68463,169.757619,149.550693,0.00000
38.768523,18.590992,3.204967,44.391957,119.592,20.383437,126.768853,171.791695,153.905448,107.376272,171.870797,154.218487,104.95516,169.888019,149.563446,0.00000
36.567978,14.848379,3.551653,48.8343,115.620088,22.892336,125.519974,172.069689,154.83696,102.758456,172.171114,155.498557,104.286422,172.217015,146.968295,0.00000
37.622577,16.363097,3.889669,46.505271,118.366153,22.16739,126.874108,172.936101,156.974361,105.164616,172.066975,157.284469,105.309247,171.791128,147.428774,0.00000
37.923962,16.391124,3.64028,44.671983,120.409364,21.978527,127.804309,172.873266,158.603706,106.310508,172.034181,158.794064,107.666115,171.570882,149.046808,0.00000
37.447492,16.197973,3.619927,42.983496,122.244453,21.273452,129.1847,172.530481,158.416221,108.280462,172.221978,158.692605,110.13472,171.992286,149.601456,0.00000
37.323971,16.770844,3.616727,41.092153,124.396629,20.488604,129.635361,172.495623,159.429275,108.282877,172.166803,159.293735,111.346077,172.152684,149.702324,0.00000
37.463631,16.827167,3.727112,40.039895,125.341636,19.8144,130.173993,171.996776,159.024285,109.169792,172.338129,158.624854,111.459337,172.254461,149.276836,0.00000
36.627554,20.038569,3.695694,32.375979,136.299229,13.229686,144.182819,167.735138,159.537622,132.486897,172.128785,167.974852,138.587143,171.418029,158.180773,0.00000
36.958821,20.595944,3.739289,31.993955,137.494647,13.167915,145.224239,167.454763,160.09022,134.134131,171.921545,169.433788,140.119736,171.117442,158.778638,0.00000
36.218756,20.744089,3.304092,31.459863,138.428745,13.181276,146.116413,167.23249,160.516495,135.821034,171.878681,170.541558,140.824721,171.113646,159.037447,0.00000
37.00545,20.889639,3.530925,31.342667,138.911297,12.937069,146.413831,167.128339,160.760221,136.295012,171.948873,170.742544,140.947665,171.408344,158.718103,0.00000
36.894085,21.062761,3.792909,31.214324,139.156171,12.686381,146.658557,167.086804,160.67684,136.819227,172.068381,170.794694,141.47996,171.258614,158.607372,0.00000
36.844879,22.709178,4.337855,34.25495,137.653357,10.567261,144.539807,166.466855,159.826736,141.07348,172.688499,174.997289,154.460659,173.333607,158.547932,0.00000
36.704569,21.97805,5.087779,34.550616,137.396573,10.616287,144.50298,166.575813,159.683634,140.433187,172.709723,173.945376,153.517107,173.534336,158.15576,0.00000
36.425221,22.709128,4.85365,34.987459,136.869055,10.412778,143.915069,166.430578,158.963595,140.626067,172.770963,173.443052,154.910313,173.630337,158.848433,0.00000
36.073118,22.174064,4.695883,34.914607,136.771472,10.620352,144.548525,166.733481,159.929698,140.927361,172.684583,174.159303,155.235105,173.079379,158.980885,0.00000
35.922705,22.235451,4.481948,35.174448,136.947098,10.721667,144.394653,166.624732,159.578287,141.191794,172.150397,174.388603,156.218916,172.725244,158.686756,0.00000
34.939743,22.284932,4.688629,35.823816,135.898179,10.748639,143.549137,167.211235,158.812682,140.302613,172.156188,174.316468,155.892957,171.86181,158.825646,0.00000
34.45489,22.516171,5.175357,35.672399,135.948957,10.991401,144.058272,167.364896,158.901178,141.096429,172.056581,174.500811,156.260959,171.876874,158.779858,0.00000
34.304357,25.428199,3.229802,38.270647,135.898522,7.507162,141.117305,166.477377,156.184651,139.350061,172.47071,172.669823,158.437114,172.564415,156.679758,0.00000
34.689057,25.614986,3.291826,38.014171,136.153457,7.327614,141.229922,166.243154,156.261748,139.612384,172.655856,172.586192,158.228866,173.029866,156.458738,0.00000
35.136052,25.60852,3.310363,37.763931,136.255983,7.299497,141.22204,166.125146,156.160101,139.468266,172.726473,172.296757,157.778494,173.330419,156.321021,0.00000
34.908829,25.83986,3.491538,38.154425,135.719557,7.313294,140.615565,166.435877,155.454437,138.678514,172.753104,171.782358,157.537067,172.954511,156.135659,0.00000
34.226792,25.804873,3.495421,38.285718,135.355093,7.509024,140.514632,166.683895,155.137888,138.62135,172.715471,171.830578,157.627785,172.578163,156.24886,0.00000
37.570838,24.332694,3.439199,37.518463,133.154933,9.002438,138.695264,165.352286,154.930989,134.745071,172.860052,170.372733,151.658304,174.49427,156.817315,0.00000
36.972456,24.565234,3.065435,36.907749,134.961449,8.490308,139.332563,165.901991,155.757443,134.354249,172.899345,171.1154,151.144446,173.821262,157.622525,0.00000
36.856481,24.031524,3.156282,36.214774,136.08981,9.434032,140.880244,166.228586,157.324661,135.670483,172.936496,172.626942,149.568993,173.370931,158.778318,0.00000
35.883642,23.813045,2.800065,36.14493,133.984152,9.650923,139.324196,166.590366,156.003305,134.25228,173.397484,170.987385,148.300692,173.3324,158.38626,0.00000
36.563281,23.864982,2.987376,35.0026,134.937507,9.810701,140.433333,167.23989,157.125969,134.388086,173.27362,171.005978,146.782025,173.182865,157.866333,0.00000
37.627464,23.634104,3.267214,35.136955,134.441724,10.028675,140.029991,167.137664,156.872132,133.248753,173.053893,169.661481,144.189622,173.626518,156.881112,0.00000
40.155052,19.013715,4.631355,38.229816,126.613504,14.462665,129.786542,169.232168,152.505584,114.185394,171.784722,158.356509,115.074292,172.886703,147.321279,0.00000
39.575806,19.056387,4.529492,38.162825,126.673623,14.699219,129.603631,169.755537,154.042906,113.21935,171.862354,158.317407,114.986331,172.852469,147.477494,0.00000
39.657843,18.611826,4.537892,39.218532,125.508098,14.738309,127.77485,170.221029,152.479947,111.018652,171.921317,155.933222,112.740613,172.755357,145.579214,0.00000
39.244258,18.911679,4.40898,39.491097,125.197023,14.848552,127.82651,170.194509,151.559494,110.784535,171.987939,154.32626,113.020943,172.884087,145.361006,0.00000
39.749805,18.7105,4.666074,38.829031,125.708695,15.694343,127.936492,170.665892,154.130989,111.089278,171.871111,156.819095,113.414237,172.683034,146.915544,0.00000
37.568347,23.588953,3.706601,34.941249,135.083407,11.312413,144.267067,166.69596,161.941638,138.122441,172.468227,175.670148,151.320879,173.704759,158.056793,0.00000
37.622035,23.509823,2.699648,34.45358,137.406838,10.390286,145.293855,166.343527,162.259714,140.649264,172.749196,176.596309,155.708846,174.268122,158.548099,0.00000
36.53486,22.727046,2.810959,33.643414,137.309417,10.823383,144.422788,166.775106,161.261615,140.016868,173.310687,175.93504,154.430242,174.151473,157.612128,0.00000
